Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Category
Ajnalens,2014,Thane,deeptech,"it leverages technologies such as ar, vr & ai to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (Mdavf)",1500000.0,Pre-Series A,2020,technology
Pepper,2017,Mumbai,content marktplace,end to end content creation platform,Anirudh Singla And Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed,2020,technology
Rupeek,2015,Bangalore,financial services,an asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","Ggv Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Unknown,2020,fintech
Imerit,2012,Kolkata,it,turns information into data that is usable for machine learning processes,Radha Basu,Cdc Group Plc,20000000.0,Series B,2020,technology
Bharatpe,2018,Delhi,financial services,digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020,fintech
Invideo,2017,Unknown,visual media,video production and editing platform,Sanket Shah,Sequoia Capital’S Surge,2500000.0,Unknown,2020,media and entertainment
Avalonmeta,2017,Unknown,education,it combines higher education and competitive gaming,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,Unknown,2020,education and training
Near Store,2017,Mumbai,e-commerce,enables a shop to create an online presence,Unknown,Sauce.Vc,300000.0,Seed,2020,e-commerce
Electorq,2017,Delhi,automobile,electric vehicle startup,Anubhav Sharma,Advantedge,0.0,Unknown,2020,technology
Prayaan Capital,2017,Chennai,financial services,"nbfc that lends to micro, small, and medium-sized enterprises (msmes)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed,2020,fintech
Sanfe,2017,Delhi,hygiene,women health care and wellness product,"Archit Agarwal, Harry Sehrawat","Sucseed Venture Partners, Birac, Elixir Pharma, Titan Capital",1100000.0,Pre-Series A,2020,healthcare
Go Desi,2018,Delhi,foodtech,provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed,2020,technology
Swiggy,2014,Bangalore,foodtech,platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020,technology
Whatfix,2014,Bangalore,software as a service,"digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020,technology
Unacademy,2010,Bangalore,education,platform that offers online education in india,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020,education and training
Zvesta,2015,Gurgaon,proptech,an online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Unknown,2020,technology
Dunzo,2014,Bangalore,logistics,india-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,Unknown,2020,mobility and transportation
Digit Insurance,2017,Bangalore,insurtech,general insurance company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Unknown,2020,technology
Yolo,2019,Gurgaon,transportation,intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,mobility and transportation
Smartvizx,2015,Unknown,vr saas,it developed india’s first vr-based design communication and collaboration product trezi,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre-Series A,2020,technology
Maxwholesale,2016,Delhi,e-commerce,b2b ecommerce platform for kirana stores,Samarth Agrawal,"Ian Fund-I,  Al Falaj Investment Company (Afi)",3000000.0,Series A,2020,e-commerce
Carbon Clean,2009,Unknown,cleantech,develops affordable carbon capture technology,"Aniruddha Sharma, Prateek Bumb","Wave Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Unknown,2020,technology
Onsitego,2017,Unknown,sales services,it offers post-purchase services through a network of brand authorised service centres throughout the country,Mahipal,Zodius Growth Fund,19000000.0,Series B,2020,business services
Genius Corner,2014,Noida,education,framework to enable personalised learning using artificial intelligence (ai) and machine learning (ml).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Unknown,2020,education and training
Planetspark,2016,Gurgaon,education,provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Unknown,2020,education and training
Camcom,2017,Bangalore,ai deep learning,ai automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",0.0,Unknown,2020,technology
Simsim,2017,Bangalore,e-commerce,it enables community opinion influencers to sell products to thousands of micro-communities in india,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020,e-commerce
Shuttl,2015,Delhi,transportation,app based bus aggregator serice,"Amit Singh, Deepanshu Malviya",Sig Global India Fund,7975700.0,Series C,2020,mobility and transportation
Hooliv,2017,Delhi,housing rentals,student co-living startup,"Chinmoy Mishra, Gaurav Vij, And Abhishek Verma",Kolte-Patil Family Office,0.0,Unknown,2020,real estate
Classmonitor,2017,Indore,education,the learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,0.0,Unknown,2020,education and training
Friyey,2017,Pune,property,co working space startup,Yogesh Thore,Tarun Bhalla,0.0,Unknown,2020,real estate
Oga,2017,Bangalore,fitness,provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,Unknown,2020,technology
Big Basket,2017,Bangalore,e-store,online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, Vs Sudhakar",Trifecta Capital,3500000.0,Unknown,2020,e-commerce
Cyfirma,2017,Bangalore,software as a service,offer cybersecurity services,Ritesh Kumar,Z3 Partners,0.0,Series A,2020,technology
Innoviti,2017,Bangalore,Other,digital payments solutions company,Rajeev Agrawal,Fmo,5000000.0,Unknown,2020,Other
Paytm Money,2010,Bangalore,financial services,wealth management,Vijay Shekhar Sharma,One97 Communications,5600000.0,Unknown,2020,fintech
Vedantu,2017,Bangalore,education,onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Ggv Capital,24000000.0,Series C,2020,education and training
Yap,2017,Chennai,financial services,banking and payment products-focused api platform,"Madhusudanan R, Muthukumar And Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,Unknown,2020,fintech
Clover,2017,Bangalore,agritech,provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash Br, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020,technology
Nova Credit,2017,Unknown,financial services,cross-border consumer credit startup,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,2020,fintech
Codingninjas,2016,Delhi,education,online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020,education and training
Furlenco,2011,Bangalore,e-commerce,furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020,e-commerce
Brick&Bolt,2018,Bangalore,Other,operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre-Series A,2020,Other
Hempstreet,2019,Unknown,healthtech,manufacturer of ayurvedic medicines based on cannabis,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre-Series A,2020,technology
Moengage,2017,Bangalore,brand marketing,customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020,technology
Classplus,2018,Unknown,education,it allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Pre-Series A,2020,education and training
Chaayos,2012,Unknown,beverages,provides customised range of tea,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,Unknown,2020,food and beverages
Petpooja,2011,Ahmedabad,software as a service,restaurant management software provider,Apurv Patel,Udaan,2000000.0,Unknown,2020,technology
Altor,2017,Unknown,technology,makes helmets that are iot and ai enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,0.0,Unknown,2020,technology
Pepperfry,2013,Mumbai,emarket,online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020,technology
Firstcry,2010,Pune,emarket,baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’S Vision Fund,296000000.0,Series E,2020,technology
Byju,2011,Unknown,education,provides online learning classes,Byju Raveendran,General Atlantic,200000000.0,Unknown,2020,education and training
Waycool,2015,Chennai,agritech,food development and distribution services,Karthick Jayraman And Sanjay Dasari,Lightbox Ventures,32000000.0,Series C,2020,technology
Workindia,2017,Unknown,hr tech,an online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil,Xiaomi,6000000.0,Unknown,2020,technology
Qyuki,2017,Mumbai,media,multi-channel broadcast network,"Ar Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Unknown,2020,media and entertainment
Leap India,2017,Coimbatore,agritech,agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020,technology
Picxy,2017,Hyderabad,media,stock photo industry,Jitendra Emmani,"Firstcheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Unknown,2020,media and entertainment
Krimanshi,2017,Jodhpur,agritech,sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Unknown,2020,technology
Neetprep,2017,Delhi,education,provides crash course for neet preparation,Kapil Gupta,Indiaquotient,0.0,Unknown,2020,education and training
Dot Pvt. Ltd,2017,Gurgaon,financial services,it provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"Payu, Fosun Rz Capital",8000000.0,Seed,2020,fintech
Kuku Fm,2017,Mumbai,media,a podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020,media and entertainment
Supermoney,2018,Mumbai,financial services,provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre-Series A,2020,fintech
Rebel Foods,2017,Unknown,food tech,it runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Unknown,2020,technology
Alphavector,2015,Bangalore,e tailor,it sells modern age bicycles named frog,Sachin Chopra,"Avaana Capital, Titan Capital",0.0,Unknown,2020,technology
Fox Capital,2019,Jaipur,financial services,digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Unknown,2020,fintech
Tribe Theory,2017,Bangalore,accommodation,an entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel And Daniel Wiegand,Tim Draper,3500000.0,Unknown,2020,real estate
Fleetx,2017,Unknown,software as a service,fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,2020,technology
Embibe,2017,Mumbai,education,it provides ai-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (Ril),12618300.0,Unknown,2020,education and training
Entri,2017,Kochi,education,it is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed,2020,education and training
Oye! Rickshaw,2017,Unknown,emobility,app-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020,technology
Seal Professional,2012,Bangalore,education,trains students in managemnt and leadership skills and also helps in placement,Unknown,Equanimity Ventures,0.0,Pre-Series A,2020,education and training
Sprinng Foods,2017,Mumbai,food and beverages,provides gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",0.0,Unknown,2020,food and beverages
1Mg,2015,Gurgaon,healthtech,online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Unknown,2020,technology
Aagey,2017,Bangalore,financial services,provides financial assistance to msmes,Akaash Shankar,"Jito Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",0.0,Unknown,2020,fintech
Doubtnut,2017,Gurgaon,education,multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020,education and training
Adonmo,2017,Bangalore,adtech,it is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Unknown,2020,technology
Racenergy,2018,Unknown,emobility,it builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","Growx Ventures, Prophetic Ventures",0.0,Seed,2020,technology
Bharatpe,2018,Delhi,financial services,digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Unknown,2020,fintech
Kisan Network,2015,Gurgaon,agritech,integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed,2020,technology
Vogo,2016,Bangalore,automotive,a scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020,mobility and transportation
Yolo,2019,Gurgaon,transportation,intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,mobility and transportation
Unotech,2011,Mumbai,software as a service,it develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Unknown,2020,technology
Zetwerk,2018,Bangalore,marketplace,b2b marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Innoven Capital,2200000.0,Unknown,2020,technology
Cureskin,2017,Bangalore,healthtech,provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",Senseai Ventures,500000.0,Unknown,2020,technology
Wizklub,2018,Bangalore,education,helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed,2020,education and training
Interviewbit,2014,Pune,education,platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’S Economic Development Board (Ebd)",200000000.0,Series A,2020,education and training
Moneytap,2016,Unknown,financial services,app-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (Atg), Rtp Global, Sequoia India",70185200.0,Series B,2020,fintech
